name,html_url,git_url,forks,stars,language,size,csharp_percent,csharp_lines,commit_count,default_branch,repo_path,status,time_taken
Unity-Technologies/com.autodesk.fbx,https://github.com/Unity-Technologies/com.autodesk.fbx,git://github.com/Unity-Technologies/com.autodesk.fbx.git,42,198,C#,138068,0.6768117343557567,475911,1466,master,D:\DataCollection\repos\Unity-Technologies_com.autodesk.fbx,,1
wufanjoin/fivestar,https://github.com/wufanjoin/fivestar,git://github.com/wufanjoin/fivestar.git,81,129,C#,138034,0.9356849644908188,6860750,21,master,D:\DataCollection\repos\wufanjoin_fivestar,,13
wieslawsoltes/ColorPicker,https://github.com/wieslawsoltes/ColorPicker,git://github.com/wieslawsoltes/ColorPicker.git,17,176,C#,137856,0.917281835958224,60514,523,master,D:\DataCollection\repos\wieslawsoltes_ColorPicker,,1
syncfusion/essential-ui-kit-for-xamarin.forms,https://github.com/syncfusion/essential-ui-kit-for-xamarin.forms,git://github.com/syncfusion/essential-ui-kit-for-xamarin.forms.git,307,1025,C#,137705,1.0,1033629,86,master,D:\DataCollection\repos\syncfusion_essential-ui-kit-for-xamarin.forms,,14
Doublevil/Houhou-SRS,https://github.com/Doublevil/Houhou-SRS,git://github.com/Doublevil/Houhou-SRS.git,28,142,C#,137625,0.9957572862196108,1381903,126,master,D:\DataCollection\repos\Doublevil_Houhou-SRS,,13
elliotritchie/NES,https://github.com/elliotritchie/NES,git://github.com/elliotritchie/NES.git,32,130,C#,136952,0.97426616180915,140231,207,master,D:\DataCollection\repos\elliotritchie_NES,,2
supermemo/SuperMemoAssistant,https://github.com/supermemo/SuperMemoAssistant,git://github.com/supermemo/SuperMemoAssistant.git,20,183,C#,136933,0.991862472523612,790562,209,develop,D:\DataCollection\repos\supermemo_SuperMemoAssistant,,3
monkog/3D-Virtual-Fitting-Room,https://github.com/monkog/3D-Virtual-Fitting-Room,git://github.com/monkog/3D-Virtual-Fitting-Room.git,37,87,C#,135893,1.0,210432,205,master,D:\DataCollection\repos\monkog_3D-Virtual-Fitting-Room,,2
Interkarma/daggerfall-unity,https://github.com/Interkarma/daggerfall-unity,git://github.com/Interkarma/daggerfall-unity.git,286,1910,C#,135499,0.9424399184922504,11417817,10164,master,D:\DataCollection\repos\Interkarma_daggerfall-unity,,17
ScottPlot/ScottPlot,https://github.com/ScottPlot/ScottPlot,git://github.com/ScottPlot/ScottPlot.git,621,3797,C#,135326,0.9911587479066848,3526299,8344,main,D:\DataCollection\repos\ScottPlot_ScottPlot,,2
HearthSim/Hearthstone-Deck-Tracker,https://github.com/HearthSim/Hearthstone-Deck-Tracker,git://github.com/HearthSim/Hearthstone-Deck-Tracker.git,1129,4589,C#,135235,0.994012181079224,2119229,4505,master,D:\DataCollection\repos\HearthSim_Hearthstone-Deck-Tracker,,2
dram55/MarioMaker2OCR,https://github.com/dram55/MarioMaker2OCR,git://github.com/dram55/MarioMaker2OCR.git,10,88,C#,134878,0.753065709705161,141858,202,master,D:\DataCollection\repos\dram55_MarioMaker2OCR,,22
isc30/blazor-lazy-loading,https://github.com/isc30/blazor-lazy-loading,git://github.com/isc30/blazor-lazy-loading.git,11,92,C#,134324,0.9965835574616558,109680,119,master,D:\DataCollection\repos\isc30_blazor-lazy-loading,,1
fluentmigrator/fluentmigrator,https://github.com/fluentmigrator/fluentmigrator,git://github.com/fluentmigrator/fluentmigrator.git,638,2993,C#,134283,0.967475134435774,4594284,2685,master,D:\DataCollection\repos\fluentmigrator_fluentmigrator,,7
leo92613/4dforvive,https://github.com/leo92613/4dforvive,git://github.com/leo92613/4dforvive.git,18,114,C#,133814,0.8371090932257038,834391,22,master,D:\DataCollection\repos\leo92613_4dforvive,,17
spiiin/CadEditor,https://github.com/spiiin/CadEditor,git://github.com/spiiin/CadEditor.git,29,178,C#,133135,0.976630251284104,4240468,1944,master,D:\DataCollection\repos\spiiin_CadEditor,,20
genielabs/HomeGenie,https://github.com/genielabs/HomeGenie,git://github.com/genielabs/HomeGenie.git,153,367,C#,132843,0.7593701659966037,803119,1185,master,D:\DataCollection\repos\genielabs_HomeGenie,,4
Unity-Technologies/InputSystem,https://github.com/Unity-Technologies/InputSystem,git://github.com/Unity-Technologies/InputSystem.git,294,1359,C#,132790,0.9886019917475038,8757682,2097,develop,D:\DataCollection\repos\Unity-Technologies_InputSystem,,6
mixandjam/Okami-Celestial-Brush,https://github.com/mixandjam/Okami-Celestial-Brush,git://github.com/mixandjam/Okami-Celestial-Brush.git,64,238,C#,132633,0.676162724692526,268014,13,master,D:\DataCollection\repos\mixandjam_Okami-Celestial-Brush,,18
Raicuparta/nomai-vr,https://github.com/Raicuparta/nomai-vr,git://github.com/Raicuparta/nomai-vr.git,19,310,C#,132511,0.9775797507897044,2433414,595,master,D:\DataCollection\repos\Raicuparta_nomai-vr,,23
dantman/elite-vr-cockpit,https://github.com/dantman/elite-vr-cockpit,git://github.com/dantman/elite-vr-cockpit.git,37,299,C#,132431,0.98419203864284,2458058,311,master,D:\DataCollection\repos\dantman_elite-vr-cockpit,,6
PepperDash/Essentials,https://github.com/PepperDash/Essentials,git://github.com/PepperDash/Essentials.git,70,126,C#,132170,0.999618661124508,3960844,3112,main,D:\DataCollection\repos\PepperDash_Essentials,,2
libertyernie/LoopingAudioConverter,https://github.com/libertyernie/LoopingAudioConverter,git://github.com/libertyernie/LoopingAudioConverter.git,15,161,C#,132039,0.7497083279319987,161934,369,version-3.0,D:\DataCollection\repos\libertyernie_LoopingAudioConverter,,9
SouthBegonia/UnityWorld,https://github.com/SouthBegonia/UnityWorld,git://github.com/SouthBegonia/UnityWorld.git,78,189,C#,131728,0.9965471860365124,2058141,170,master,D:\DataCollection\repos\SouthBegonia_UnityWorld,,13
CombatExtended-Continued/CombatExtended,https://github.com/CombatExtended-Continued/CombatExtended,git://github.com/CombatExtended-Continued/CombatExtended.git,216,260,C#,131207,0.9917433873085868,2298041,12784,Development,D:\DataCollection\repos\CombatExtended-Continued_CombatExtended,,8
microsoft/nodejstools,https://github.com/microsoft/nodejstools,git://github.com/microsoft/nodejstools.git,391,1796,C#,131092,0.9667686777963902,5022226,4672,main,D:\DataCollection\repos\microsoft_nodejstools,,5
ikesnowy/Algorithms-4th-Edition-in-Csharp,https://github.com/ikesnowy/Algorithms-4th-Edition-in-Csharp,git://github.com/ikesnowy/Algorithms-4th-Edition-in-Csharp.git,21,131,C#,131038,1.0,1711975,1040,master,D:\DataCollection\repos\ikesnowy_Algorithms-4th-Edition-in-Csharp,,18
doughtmw/ArUcoDetectionHoloLens-Unity,https://github.com/doughtmw/ArUcoDetectionHoloLens-Unity,git://github.com/doughtmw/ArUcoDetectionHoloLens-Unity.git,23,94,C#,131008,0.9770162260573608,7077231,36,master,D:\DataCollection\repos\doughtmw_ArUcoDetectionHoloLens-Unity,,7
philosowaffle/peloton-to-garmin,https://github.com/philosowaffle/peloton-to-garmin,git://github.com/philosowaffle/peloton-to-garmin.git,221,200,C#,130727,0.9909615534081194,5202017,411,master,D:\DataCollection\repos\philosowaffle_peloton-to-garmin,,2
RhenaudTheLukark/CreateYourFrisk,https://github.com/RhenaudTheLukark/CreateYourFrisk,git://github.com/RhenaudTheLukark/CreateYourFrisk.git,51,116,C#,130338,0.6581513056641521,2473869,127,master,D:\DataCollection\repos\RhenaudTheLukark_CreateYourFrisk,,9
KSP-KOS/KOS,https://github.com/KSP-KOS/KOS,git://github.com/KSP-KOS/KOS.git,230,659,C#,130060,0.9688201238908318,3165985,4683,develop,D:\DataCollection\repos\KSP-KOS_KOS,,6
EZhex1991/EZUnity,https://github.com/EZhex1991/EZUnity,git://github.com/EZhex1991/EZUnity.git,62,272,C#,129804,0.8746702868504401,700345,1122,master,D:\DataCollection\repos\EZhex1991_EZUnity,,2
JaCraig/Craig-s-Utility-Library,https://github.com/JaCraig/Craig-s-Utility-Library,git://github.com/JaCraig/Craig-s-Utility-Library.git,165,413,C#,129747,0.8006585387779035,6475165,648,master,D:\DataCollection\repos\JaCraig_Craig-s-Utility-Library,,2
SonarSource/sonar-dotnet,https://github.com/SonarSource/sonar-dotnet,git://github.com/SonarSource/sonar-dotnet.git,222,664,C#,129650,0.8184236715228922,38244362,6393,master,D:\DataCollection\repos\SonarSource_sonar-dotnet,,8
BranchMetrics/unity-branch-deep-linking-attribution,https://github.com/BranchMetrics/unity-branch-deep-linking-attribution,git://github.com/BranchMetrics/unity-branch-deep-linking-attribution.git,26,115,C#,128474,0.657276564507249,107445,393,master,D:\DataCollection\repos\BranchMetrics_unity-branch-deep-linking-attribution,,2
getsentry/sentry-dotnet,https://github.com/getsentry/sentry-dotnet,git://github.com/getsentry/sentry-dotnet.git,195,506,C#,127660,0.989043167920391,2950295,2457,main,D:\DataCollection\repos\getsentry_sentry-dotnet,,2
BayatGames/RedRunner,https://github.com/BayatGames/RedRunner,git://github.com/BayatGames/RedRunner.git,239,631,C#,127423,0.9649885573624396,223060,33,master,D:\DataCollection\repos\BayatGames_RedRunner,,21
AutoMapper/AutoMapper,https://github.com/AutoMapper/AutoMapper,git://github.com/AutoMapper/AutoMapper.git,1729,9519,C#,127093,0.997904414357519,1881917,4128,master,D:\DataCollection\repos\AutoMapper_AutoMapper,,1
ecidevilin/UnityMeshSimplify,https://github.com/ecidevilin/UnityMeshSimplify,git://github.com/ecidevilin/UnityMeshSimplify.git,52,207,C#,126938,0.8487595281148432,145979,143,master,D:\DataCollection\repos\ecidevilin_UnityMeshSimplify,,17
OndrejNepozitek/Edgar-Unity,https://github.com/OndrejNepozitek/Edgar-Unity,git://github.com/OndrejNepozitek/Edgar-Unity.git,62,661,C#,126895,1.0,385544,467,master,D:\DataCollection\repos\OndrejNepozitek_Edgar-Unity,,2
mrdav30/LockstepRTSEngine,https://github.com/mrdav30/LockstepRTSEngine,git://github.com/mrdav30/LockstepRTSEngine.git,34,157,C#,126882,1.0,1437479,144,Master,D:\DataCollection\repos\mrdav30_LockstepRTSEngine,,22
stefsietz/nn-visualizer,https://github.com/stefsietz/nn-visualizer,git://github.com/stefsietz/nn-visualizer.git,39,311,C#,126307,0.7483104634744822,109177,15,master,D:\DataCollection\repos\stefsietz_nn-visualizer,,15
nissl-lab/npoi,https://github.com/nissl-lab/npoi,git://github.com/nissl-lab/npoi.git,1371,5238,C#,126203,0.9997021884290744,25199707,3361,master,D:\DataCollection\repos\nissl-lab_npoi,,7
SolrNet/SolrNet,https://github.com/SolrNet/SolrNet,git://github.com/SolrNet/SolrNet.git,802,921,C#,125424,0.995919755372717,1806949,2038,master,D:\DataCollection\repos\SolrNet_SolrNet,,1
TylerTimoJ/LMCSHD,https://github.com/TylerTimoJ/LMCSHD,git://github.com/TylerTimoJ/LMCSHD.git,15,81,C#,125072,0.8273697264060764,96075,52,master,D:\DataCollection\repos\TylerTimoJ_LMCSHD,,5
Milkitic/Osu-Player,https://github.com/Milkitic/Osu-Player,git://github.com/Milkitic/Osu-Player.git,28,187,C#,125053,0.9985230985230984,739646,565,master,D:\DataCollection\repos\Milkitic_Osu-Player,,13
AlturosDestinations/Alturos.Yolo,https://github.com/AlturosDestinations/Alturos.Yolo,git://github.com/AlturosDestinations/Alturos.Yolo.git,128,402,C#,124848,0.9986985460900606,80574,292,master,D:\DataCollection\repos\AlturosDestinations_Alturos.Yolo,,31
cesarsouza/screencast-capture,https://github.com/cesarsouza/screencast-capture,git://github.com/cesarsouza/screencast-capture.git,39,115,C#,124725,0.9731483381206402,303560,114,master,D:\DataCollection\repos\cesarsouza_screencast-capture,,1
jaburns/NintendoSpy,https://github.com/jaburns/NintendoSpy,git://github.com/jaburns/NintendoSpy.git,85,238,C#,124339,0.9049196496531908,84410,213,master,D:\DataCollection\repos\jaburns_NintendoSpy,,18
nvjob/Infinity-Square-Space,https://github.com/nvjob/Infinity-Square-Space,git://github.com/nvjob/Infinity-Square-Space.git,37,190,C#,124330,0.6465732829420313,655410,72,master,D:\DataCollection\repos\nvjob_Infinity-Square-Space,,3
pjc0247/UniScript,https://github.com/pjc0247/UniScript,git://github.com/pjc0247/UniScript.git,19,144,C#,123572,0.9808728152138068,1356296,103,master,D:\DataCollection\repos\pjc0247_UniScript,,5
Visual-Stylecop/Visual-StyleCop,https://github.com/Visual-Stylecop/Visual-StyleCop,git://github.com/Visual-Stylecop/Visual-StyleCop.git,25,82,C#,123509,0.99670192086641,5987321,230,develop,D:\DataCollection\repos\Visual-Stylecop_Visual-StyleCop,,10
Sergio0694/ComputeSharp,https://github.com/Sergio0694/ComputeSharp,git://github.com/Sergio0694/ComputeSharp.git,106,2320,C#,123481,0.9998746981054656,9934758,3524,main,D:\DataCollection\repos\Sergio0694_ComputeSharp,,7
stratisproject/StratisFullNode,https://github.com/stratisproject/StratisFullNode,git://github.com/stratisproject/StratisFullNode.git,61,84,C#,123193,0.9932214097171552,14810282,6490,master,D:\DataCollection\repos\stratisproject_StratisFullNode,,15
Azure/azure-libraries-for-net,https://github.com/Azure/azure-libraries-for-net,git://github.com/Azure/azure-libraries-for-net.git,197,371,C#,123075,0.998916573137724,61392108,919,master,D:\DataCollection\repos\Azure_azure-libraries-for-net,,13
dahall/Vanara,https://github.com/dahall/Vanara,git://github.com/dahall/Vanara.git,178,1532,C#,123015,0.9952233519244544,69423037,3079,master,D:\DataCollection\repos\dahall_Vanara,,5
aloneguid/parquet-dotnet,https://github.com/aloneguid/parquet-dotnet,git://github.com/aloneguid/parquet-dotnet.git,107,415,C#,122685,0.8505494710251691,1917204,1138,master,D:\DataCollection\repos\aloneguid_parquet-dotnet,,14
chkr1011/HA4IoT,https://github.com/chkr1011/HA4IoT,git://github.com/chkr1011/HA4IoT.git,75,154,C#,122567,0.6136164742732577,889785,764,master,D:\DataCollection\repos\chkr1011_HA4IoT,,3
yatima1460/Drill,https://github.com/yatima1460/Drill,git://github.com/yatima1460/Drill.git,21,259,C#,122391,0.8781420457740539,15616,1590,master,D:\DataCollection\repos\yatima1460_Drill,,1
liuxq/TestGame,https://github.com/liuxq/TestGame,git://github.com/liuxq/TestGame.git,81,145,C#,122382,0.9490025202385772,965481,116,master,D:\DataCollection\repos\liuxq_TestGame,,6
zlynn1990/SpaceSim,https://github.com/zlynn1990/SpaceSim,git://github.com/zlynn1990/SpaceSim.git,20,160,C#,121594,1.0,764078,167,master,D:\DataCollection\repos\zlynn1990_SpaceSim,,8
MahApps/MahApps.Metro,https://github.com/MahApps/MahApps.Metro,git://github.com/MahApps/MahApps.Metro.git,2435,8889,C#,121269,0.999868597852584,2427343,6269,develop,D:\DataCollection\repos\MahApps_MahApps.Metro,,2
spring-projects/spring-net,https://github.com/spring-projects/spring-net,git://github.com/spring-projects/spring-net.git,373,815,C#,121058,0.9610587723995572,14212313,1830,main,D:\DataCollection\repos\spring-projects_spring-net,,6
DataDog/dd-trace-dotnet,https://github.com/DataDog/dd-trace-dotnet,git://github.com/DataDog/dd-trace-dotnet.git,122,363,C#,121040,0.7348798746271046,32106305,3638,master,D:\DataCollection\repos\DataDog_dd-trace-dotnet,,12
7ark/BetterEvents-Deprecated,https://github.com/7ark/BetterEvents-Deprecated,git://github.com/7ark/BetterEvents-Deprecated.git,12,136,C#,120942,1.0,17592,25,master,D:\DataCollection\repos\7ark_BetterEvents-Deprecated,,19
pdone/FreeControl,https://github.com/pdone/FreeControl,git://github.com/pdone/FreeControl.git,93,466,C#,120940,0.9648652258107596,86697,27,master,D:\DataCollection\repos\pdone_FreeControl,,2
mixandjam/AC-Dialogue,https://github.com/mixandjam/AC-Dialogue,git://github.com/mixandjam/AC-Dialogue.git,58,188,C#,120488,0.6348059976520589,128154,30,master,D:\DataCollection\repos\mixandjam_AC-Dialogue,,5
holokit/holokitsdk,https://github.com/holokit/holokitsdk,git://github.com/holokit/holokitsdk.git,59,153,C#,120415,0.9007615480962552,717725,82,master,D:\DataCollection\repos\holokit_holokitsdk,,3
microsoftgraph/msgraph-sdk-dotnet,https://github.com/microsoftgraph/msgraph-sdk-dotnet,git://github.com/microsoftgraph/msgraph-sdk-dotnet.git,231,604,C#,120079,0.9999047316283352,96696544,1812,dev,,failed: Failed to clone microsoftgraph/msgraph-sdk-dotnet!,15
Unity-Technologies/com.unity.cinemachine,https://github.com/Unity-Technologies/com.unity.cinemachine,git://github.com/Unity-Technologies/com.unity.cinemachine.git,105,415,C#,119977,0.9983430402250856,2478144,2112,main,D:\DataCollection\repos\Unity-Technologies_com.unity.cinemachine,,4
withsalt/BilibiliLiveTools,https://github.com/withsalt/BilibiliLiveTools,git://github.com/withsalt/BilibiliLiveTools.git,28,169,C#,119705,1.0,118883,119,master,D:\DataCollection\repos\withsalt_BilibiliLiveTools,,16
UglyToad/PdfPig,https://github.com/UglyToad/PdfPig,git://github.com/UglyToad/PdfPig.git,180,1232,C#,119603,0.9960359666353252,5135673,1429,master,D:\DataCollection\repos\UglyToad_PdfPig,,20
dib0/NHapiTools,https://github.com/dib0/NHapiTools,git://github.com/dib0/NHapiTools.git,59,82,C#,119558,0.9999922661333152,26635888,93,master,D:\DataCollection\repos\dib0_NHapiTools,,3
DeadlyCrush/DeadlyTrade,https://github.com/DeadlyCrush/DeadlyTrade,git://github.com/DeadlyCrush/DeadlyTrade.git,17,148,C#,119556,1.0,1303868,372,master,D:\DataCollection\repos\DeadlyCrush_DeadlyTrade,,7
open-rpa/openrpa,https://github.com/open-rpa/openrpa,git://github.com/open-rpa/openrpa.git,484,1628,C#,119554,0.9309695333284804,4181998,2220,master,D:\DataCollection\repos\open-rpa_openrpa,,3
thesupersonic16/HedgeModManager,https://github.com/thesupersonic16/HedgeModManager,git://github.com/thesupersonic16/HedgeModManager.git,58,189,C#,119450,0.9991534430253852,600750,1920,rewrite,D:\DataCollection\repos\thesupersonic16_HedgeModManager,,3
ClassicUO/ClassicUO,https://github.com/ClassicUO/ClassicUO,git://github.com/ClassicUO/ClassicUO.git,298,481,C#,119056,0.9975270594622566,5019622,7418,main,D:\DataCollection\repos\ClassicUO_ClassicUO,,15
digitalcoyote/NuGetDefense,https://github.com/digitalcoyote/NuGetDefense,git://github.com/digitalcoyote/NuGetDefense.git,19,88,C#,118897,0.9407622203811102,84027,278,master,D:\DataCollection\repos\digitalcoyote_NuGetDefense,,6
jeremy-ellis-tech/Xamarin.Android.OpenCV,https://github.com/jeremy-ellis-tech/Xamarin.Android.OpenCV,git://github.com/jeremy-ellis-tech/Xamarin.Android.OpenCV.git,61,90,C#,118603,0.8988901119060723,97997,17,master,D:\DataCollection\repos\jeremy-ellis-tech_Xamarin.Android.OpenCV,,5
Unity-Technologies/BoatAttack,https://github.com/Unity-Technologies/BoatAttack,git://github.com/Unity-Technologies/BoatAttack.git,893,2317,C#,118524,0.7491820980193074,418374,254,master,D:\DataCollection\repos\Unity-Technologies_BoatAttack,,132
SixLabors/ImageSharp,https://github.com/SixLabors/ImageSharp,git://github.com/SixLabors/ImageSharp.git,817,6739,C#,117612,0.9952188191096292,10681181,12910,main,D:\DataCollection\repos\SixLabors_ImageSharp,,91
microsoft/binskim,https://github.com/microsoft/binskim,git://github.com/microsoft/binskim.git,149,698,C#,117544,0.9696215824675664,1226166,860,main,D:\DataCollection\repos\microsoft_binskim,,14
Phylliida/UnityWindowsCapture,https://github.com/Phylliida/UnityWindowsCapture,git://github.com/Phylliida/UnityWindowsCapture.git,16,126,C#,117370,0.834735583765014,146638,19,master,D:\DataCollection\repos\Phylliida_UnityWindowsCapture,,16
xamarin/mini-hacks,https://github.com/xamarin/mini-hacks,git://github.com/xamarin/mini-hacks.git,109,89,C#,117067,0.9993219113693328,1426574,127,master,,failed: Failed to clone xamarin/mini-hacks!,8
servicetitan/Stl.Fusion,https://github.com/servicetitan/Stl.Fusion,git://github.com/servicetitan/Stl.Fusion.git,106,1690,C#,116901,0.99769518204554,2502876,2886,master,D:\DataCollection\repos\servicetitan_Stl.Fusion,,40
CuteLeon/HackSystem,https://github.com/CuteLeon/HackSystem,git://github.com/CuteLeon/HackSystem.git,19,83,C#,116685,0.8135094086582213,526522,896,master,D:\DataCollection\repos\CuteLeon_HackSystem,,2
zamgi/m3u8,https://github.com/zamgi/m3u8,git://github.com/zamgi/m3u8.git,17,92,C#,116358,0.9580697509894096,1258096,301,master,D:\DataCollection\repos\zamgi_m3u8,,3
xamarin/app-crm,https://github.com/xamarin/app-crm,git://github.com/xamarin/app-crm.git,259,384,C#,116347,0.7621184974384664,495973,788,master,D:\DataCollection\repos\xamarin_app-crm,,3
dotnetcore/FlubuCore,https://github.com/dotnetcore/FlubuCore,git://github.com/dotnetcore/FlubuCore.git,102,882,C#,115770,0.9915318298021528,2500090,2935,develop,D:\DataCollection\repos\dotnetcore_FlubuCore,,4
Unity-Technologies/articulations-robot-demo,https://github.com/Unity-Technologies/articulations-robot-demo,git://github.com/Unity-Technologies/articulations-robot-demo.git,67,295,C#,115689,1.0,9736,73,master,D:\DataCollection\repos\Unity-Technologies_articulations-robot-demo,,1
itext/itextsharp,https://github.com/itext/itextsharp,git://github.com/itext/itextsharp.git,456,1304,C#,115578,0.895311614320101,11885678,1303,develop,D:\DataCollection\repos\itext_itextsharp,,8
ncatlin/rgat,https://github.com/ncatlin/rgat,git://github.com/ncatlin/rgat.git,38,358,C#,115052,0.8288306442330814,2340355,1019,master,D:\DataCollection\repos\ncatlin_rgat,,3
NLog/NLog,https://github.com/NLog/NLog,git://github.com/NLog/NLog.git,1363,5976,C#,114942,0.9989508377158418,6963010,6662,dev,D:\DataCollection\repos\NLog_NLog,,2
vivekhnz/UnityEffects,https://github.com/vivekhnz/UnityEffects,git://github.com/vivekhnz/UnityEffects.git,14,123,C#,114338,0.7129353863969458,197009,106,master,D:\DataCollection\repos\vivekhnz_UnityEffects,,10
MatthewHallberg/IndoorNavPlaceNote,https://github.com/MatthewHallberg/IndoorNavPlaceNote,git://github.com/MatthewHallberg/IndoorNavPlaceNote.git,67,129,C#,114180,0.7810670280382092,424210,23,master,D:\DataCollection\repos\MatthewHallberg_IndoorNavPlaceNote,,3
nicloay/colorus,https://github.com/nicloay/colorus,git://github.com/nicloay/colorus.git,42,83,C#,113712,0.8836136213152255,428375,12,master,D:\DataCollection\repos\nicloay_colorus,,10
fuqunaga/GpuTrail,https://github.com/fuqunaga/GpuTrail,git://github.com/fuqunaga/GpuTrail.git,10,119,C#,113702,0.9478110619391013,53757,98,main,D:\DataCollection\repos\fuqunaga_GpuTrail,,4
vpnhood/VpnHood,https://github.com/vpnhood/VpnHood,git://github.com/vpnhood/VpnHood.git,120,703,C#,113637,0.9549468478602336,942332,1295,main,D:\DataCollection\repos\vpnhood_VpnHood,,7
Field-Robotics-Japan/UnitySensors,https://github.com/Field-Robotics-Japan/UnitySensors,git://github.com/Field-Robotics-Japan/UnitySensors.git,17,111,C#,113626,0.9887820382548752,121637,205,master,D:\DataCollection\repos\Field-Robotics-Japan_UnitySensors,,42
vimeo/vimeo-unity-sdk,https://github.com/vimeo/vimeo-unity-sdk,git://github.com/vimeo/vimeo-unity-sdk.git,49,205,C#,113572,0.934905528238321,253638,288,master,D:\DataCollection\repos\vimeo_vimeo-unity-sdk,,1
Seuntjie900/DiceBot,https://github.com/Seuntjie900/DiceBot,git://github.com/Seuntjie900/DiceBot.git,137,137,C#,113570,1.0,958150,274,master,D:\DataCollection\repos\Seuntjie900_DiceBot,,3
laochiangx/Common.Utility,https://github.com/laochiangx/Common.Utility,git://github.com/laochiangx/Common.Utility.git,2028,4669,C#,113415,0.7971407516439686,3332757,115,master,D:\DataCollection\repos\laochiangx_Common.Utility,,13
Unity-Technologies/Unity-Robotics-Hub,https://github.com/Unity-Technologies/Unity-Robotics-Hub,git://github.com/Unity-Technologies/Unity-Robotics-Hub.git,376,1676,C#,113164,0.6402506450423885,60795,130,main,D:\DataCollection\repos\Unity-Technologies_Unity-Robotics-Hub,,6
A2andil/Projects,https://github.com/A2andil/Projects,git://github.com/A2andil/Projects.git,101,82,C#,112830,1.0,149299,187,master,D:\DataCollection\repos\A2andil_Projects,,16
kamanii24/AssetBundleManager,https://github.com/kamanii24/AssetBundleManager,git://github.com/kamanii24/AssetBundleManager.git,24,86,C#,112773,1.0,30292,63,master,D:\DataCollection\repos\kamanii24_AssetBundleManager,,1
AsehesL/FogOfWar,https://github.com/AsehesL/FogOfWar,git://github.com/AsehesL/FogOfWar.git,120,464,C#,112640,0.9253067879516004,53913,46,master,D:\DataCollection\repos\AsehesL_FogOfWar,,8
Pathoschild/StardewMods,https://github.com/Pathoschild/StardewMods,git://github.com/Pathoschild/StardewMods.git,316,515,C#,112566,1.0,2940515,4445,develop,D:\DataCollection\repos\Pathoschild_StardewMods,,2
swharden/Csharp-Data-Visualization,https://github.com/swharden/Csharp-Data-Visualization,git://github.com/swharden/Csharp-Data-Visualization.git,553,857,C#,112315,0.9011104378494394,811978,548,main,D:\DataCollection\repos\swharden_Csharp-Data-Visualization,,29
limingnihao/XamarinForms,https://github.com/limingnihao/XamarinForms,git://github.com/limingnihao/XamarinForms.git,41,85,C#,112265,1.0,58885,44,master,D:\DataCollection\repos\limingnihao_XamarinForms,,13
Kopernicus/Kopernicus,https://github.com/Kopernicus/Kopernicus,git://github.com/Kopernicus/Kopernicus.git,117,272,C#,112019,0.8456531823135461,2269712,2155,master,D:\DataCollection\repos\Kopernicus_Kopernicus,,3
octokit/octokit.net,https://github.com/octokit/octokit.net,git://github.com/octokit/octokit.net.git,1143,2512,C#,112001,0.9990060618413428,9724331,5052,main,D:\DataCollection\repos\octokit_octokit.net,,3
wechat-miniprogram/minigame-adaptor,https://github.com/wechat-miniprogram/minigame-adaptor,git://github.com/wechat-miniprogram/minigame-adaptor.git,22,129,C#,111589,0.9441282756162656,895348,38,master,D:\DataCollection\repos\wechat-miniprogram_minigame-adaptor,,2
UnityTechnologies/SpaceShooterECS,https://github.com/UnityTechnologies/SpaceShooterECS,git://github.com/UnityTechnologies/SpaceShooterECS.git,34,151,C#,111538,0.9463876720553246,170240,44,master,D:\DataCollection\repos\UnityTechnologies_SpaceShooterECS,,11
dotnet/interactive,https://github.com/dotnet/interactive,git://github.com/dotnet/interactive.git,349,2535,C#,111488,0.7234428251269742,3818787,4897,main,D:\DataCollection\repos\dotnet_interactive,,5
daterre/Cradle,https://github.com/daterre/Cradle,git://github.com/daterre/Cradle.git,34,291,C#,111162,1.0,435158,188,master,D:\DataCollection\repos\daterre_Cradle,,3
xamarin/Xamarin.Forms,https://github.com/xamarin/Xamarin.Forms,git://github.com/xamarin/Xamarin.Forms.git,1923,5660,C#,111107,0.998880730615615,15452598,5816,5.0.0,D:\DataCollection\repos\xamarin_Xamarin.Forms,,5
xamarin/xamarin-android,https://github.com/xamarin/xamarin-android,git://github.com/xamarin/xamarin-android.git,539,1809,C#,111014,0.8764527846811324,5679010,4965,main,D:\DataCollection\repos\xamarin_xamarin-android,,4
mikefourie-zz/MSBuildExtensionPack,https://github.com/mikefourie-zz/MSBuildExtensionPack,git://github.com/mikefourie-zz/MSBuildExtensionPack.git,107,365,C#,110424,0.998233811202376,16619438,950,master,D:\DataCollection\repos\mikefourie-zz_MSBuildExtensionPack,,10
not-ilinked/Anarchy,https://github.com/not-ilinked/Anarchy,git://github.com/not-ilinked/Anarchy.git,51,208,C#,110331,1.0,678872,156,master,D:\DataCollection\repos\not-ilinked_Anarchy,,1
Illumina/Nirvana,https://github.com/Illumina/Nirvana,git://github.com/Illumina/Nirvana.git,37,155,C#,110137,0.9944770907682738,4499259,971,main,D:\DataCollection\repos\Illumina_Nirvana,,3
Revolutionary-Games/Thrive,https://github.com/Revolutionary-Games/Thrive,git://github.com/Revolutionary-Games/Thrive.git,464,2376,C#,110088,0.9951213984515572,4346949,6284,master,D:\DataCollection\repos\Revolutionary-Games_Thrive,,46
